ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9806223,HX454980,10/04/2014 12:00:00 PM,024XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2515,025,30,19,08A,1138587,1915923,2014,10/11/2014 12:39:28 PM,41.925419163,-87.766189771,"(41.925419163, -87.766189771)"
9810079,HX457451,10/04/2014 12:00:00 PM,017XX N NARRAGANSETT AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2513,025,36,25,08A,1133442,1910740,2014,10/11/2014 12:39:28 PM,41.911288205,-87.785217022,"(41.911288205, -87.785217022)"
9806035,HX454868,10/04/2014 11:45:00 AM,084XX S THROOP ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0613,006,21,71,04A,1169180,1848474,2014,10/11/2014 12:39:28 PM,41.739722364,-87.655731335,"(41.739722364, -87.655731335)"
9806011,HX454801,10/04/2014 11:07:00 AM,009XX W GARFIELD BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,0712,007,16,68,04A,1171016,1868188,2014,10/11/2014 12:39:28 PM,41.793780155,-87.64842936,"(41.793780155, -87.64842936)"
9806039,HX454962,10/04/2014 10:30:00 AM,028XX W POLK ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1135,011,2,27,08A,1157321,1896199,2014,10/11/2014 12:39:28 PM,41.870934123,-87.697888448,"(41.870934123, -87.697888448)"
9805911,HX454753,10/04/2014 10:25:00 AM,064XX N NEWGARD AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,2432,024,40,1,08A,1165468,1943102,2014,10/11/2014 12:39:28 PM,41.99946908,-87.666638849,"(41.99946908, -87.666638849)"
9805872,HX454744,10/04/2014 09:45:00 AM,007XX S CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1133,011,24,27,08A,1152448,1896735,2014,10/11/2014 12:39:28 PM,41.872502563,-87.715764906,"(41.872502563, -87.715764906)"
9805828,HX454655,10/04/2014 09:00:00 AM,068XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0725,007,17,67,08A,1166905,1859030,2014,10/11/2014 12:39:28 PM,41.768738342,-87.663765613,"(41.768738342, -87.663765613)"
9806016,HX454782,10/04/2014 08:10:00 AM,105XX S WALDEN PKWY,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,2212,022,19,72,08A,1165459,1834961,2014,10/11/2014 12:39:28 PM,41.702720154,-87.669746187,"(41.702720154, -87.669746187)"
9805865,HX454645,10/04/2014 08:08:00 AM,003XX E GARFIELD BLVD,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,CTA STATION,true,false,0231,002,3,40,08A,1179227,1868655,2014,10/11/2014 12:39:28 PM,41.794878189,-87.61830614,"(41.794878189, -87.61830614)"
9805711,HX454558,10/04/2014 05:00:00 AM,105XX S WABASH AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,true,0512,005,9,49,04A,1178395,1835255,2014,10/11/2014 12:39:28 PM,41.703243642,-87.622369078,"(41.703243642, -87.622369078)"
9805655,HX454520,10/04/2014 02:26:00 AM,090XX S LAFLIN ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE,true,false,2222,022,21,73,08A,1167958,1844881,2014,10/11/2014 12:39:28 PM,41.729888964,-87.660311508,"(41.729888964, -87.660311508)"
9809642,HX458466,10/04/2014 01:30:00 AM,018XX W 44TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0924,009,12,61,04A,1164498,1875464,2014,10/11/2014 12:39:28 PM,41.81388638,-87.672125207,"(41.81388638, -87.672125207)"
9805661,HX454435,10/04/2014 12:28:00 AM,039XX W POLK ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1132,011,24,26,08A,1150373,1896039,2014,10/11/2014 12:39:28 PM,41.870633374,-87.72340137,"(41.870633374, -87.72340137)"
9805614,HX454427,10/04/2014 12:21:00 AM,053XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0231,002,3,40,04A,1179787,1869900,2014,10/11/2014 12:39:28 PM,41.798281781,-87.616214556,"(41.798281781, -87.616214556)"
9805654,HX454441,10/04/2014 12:17:00 AM,007XX S CENTRAL PARK AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,true,false,1133,011,24,27,04A,1152448,1896735,2014,10/11/2014 12:39:28 PM,41.872502563,-87.715764906,"(41.872502563, -87.715764906)"
9805554,HX454418,10/04/2014 12:10:00 AM,0000X E CHICAGO AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1833,018,42,8,08A,1176749,1905782,2014,10/11/2014 12:39:28 PM,41.896813593,-87.626271995,"(41.896813593, -87.626271995)"
9805594,HX454419,10/04/2014 12:02:00 AM,001XX W 77TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0623,006,6,69,04A,1176879,1853979,2014,10/11/2014 12:39:28 PM,41.754658937,-87.627357968,"(41.754658937, -87.627357968)"
9805572,HX454409,10/03/2014 11:52:00 PM,050XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1533,015,28,25,08A,1142901,1899996,2014,10/10/2014 12:36:29 PM,41.881634294,-87.750735318,"(41.881634294, -87.750735318)"
9805548,HX454355,10/03/2014 10:35:00 PM,016XX W 91ST ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,2221,022,21,73,04A,1166904,1844386,2014,10/10/2014 12:36:29 PM,41.72855316,-87.664186722,"(41.72855316, -87.664186722)"
9805596,HX454374,10/03/2014 10:10:00 PM,079XX S PEORIA ST,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,0621,006,17,71,08A,1171645,1852172,2014,10/10/2014 12:36:29 PM,41.749816553,-87.646591819,"(41.749816553, -87.646591819)"
9805523,HX454321,10/03/2014 10:08:00 PM,043XX N BERNARD ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1723,017,33,16,08A,1152562,1928832,2014,10/10/2014 12:36:29 PM,41.96057731,-87.714496038,"(41.96057731, -87.714496038)"
9807063,HX456394,10/03/2014 10:00:00 PM,019XX W MADISON ST,0560,ASSAULT,SIMPLE,OTHER,false,false,1223,012,27,28,08A,1163703,1900083,2014,10/10/2014 12:36:29 PM,41.881460119,-87.674348379,"(41.881460119, -87.674348379)"
9805696,HX454310,10/03/2014 09:38:00 PM,054XX S KEDZIE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,0923,009,14,63,04A,1156015,1868276,2014,10/10/2014 12:36:29 PM,41.794336429,-87.703434972,"(41.794336429, -87.703434972)"
9814296,HX454328,10/03/2014 09:00:00 PM,0000X W F4 ST,0560,ASSAULT,SIMPLE,AIRPORT EXTERIOR - SECURE AREA,false,false,1652,016,41,76,08A,1100425,1933549,2014,10/31/2014 03:20:56 PM,41.974394659,-87.906096779,"(41.974394659, -87.906096779)"
9805456,HX454234,10/03/2014 08:30:00 PM,022XX W DIVISION ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,true,1212,012,32,24,08A,1161141,1907902,2014,10/10/2014 12:36:29 PM,41.902969704,-87.683538502,"(41.902969704, -87.683538502)"
9805414,HX454197,10/03/2014 08:05:00 PM,019XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1434,014,1,22,08A,1159982,1912944,2014,10/10/2014 12:36:29 PM,41.916829351,-87.687656318,"(41.916829351, -87.687656318)"
9805780,HX454669,10/03/2014 08:00:00 PM,063XX S SPAULDING AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0823,008,15,66,08A,1155521,1862514,2014,10/10/2014 12:36:29 PM,41.778534581,-87.705400781,"(41.778534581, -87.705400781)"
9805530,HX454185,10/03/2014 07:55:00 PM,011XX N HARDING AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1112,011,27,23,08A,1149882,1907393,2014,10/10/2014 12:36:29 PM,41.901799535,-87.724908463,"(41.901799535, -87.724908463)"
9805415,HX454153,10/03/2014 07:30:00 PM,031XX W 63RD ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,true,false,0823,008,15,66,08A,1156770,1862655,2014,10/10/2014 12:36:29 PM,41.778896387,-87.700818025,"(41.778896387, -87.700818025)"
9805452,HX454182,10/03/2014 07:10:00 PM,072XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,true,false,0324,003,5,43,08A,1188031,1857115,2014,10/10/2014 12:36:29 PM,41.763006017,-87.586389931,"(41.763006017, -87.586389931)"
9805263,HX454068,10/03/2014 06:25:00 PM,063XX S CLAREMONT AVE,0560,ASSAULT,SIMPLE,OTHER,true,false,0825,008,15,66,08A,1161788,1862647,2014,10/10/2014 12:36:29 PM,41.778771676,-87.68242173,"(41.778771676, -87.68242173)"
9805260,HX454023,10/03/2014 05:42:00 PM,062XX S MORGAN ST,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,APARTMENT,true,true,0712,007,16,68,04A,1170678,1863330,2014,10/10/2014 12:36:29 PM,41.780456628,-87.6498104,"(41.780456628, -87.6498104)"
9805219,HX453988,10/03/2014 05:08:00 PM,036XX N SACRAMENTO AVE,0560,ASSAULT,SIMPLE,STREET,true,false,1733,017,33,16,08A,1155704,1923847,2014,10/31/2014 03:20:56 PM,41.946835303,-87.703079213,"(41.946835303, -87.703079213)"
9805353,HX453923,10/03/2014 05:00:00 PM,028XX E 93RD ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0423,004,10,48,08A,1196866,1843806,2014,10/10/2014 12:36:29 PM,41.726270015,-87.554450279,"(41.726270015, -87.554450279)"
9805411,HX453809,10/03/2014 04:15:00 PM,009XX E 100TH PL,0560,ASSAULT,SIMPLE,OTHER,false,false,0511,005,8,50,08A,1184007,1838021,2014,10/10/2014 12:36:29 PM,41.710704918,-87.601733323,"(41.710704918, -87.601733323)"
9805215,HX453895,10/03/2014 03:58:00 PM,011XX S MAYFIELD AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,true,false,1513,015,29,25,08A,1137188,1894381,2014,10/10/2014 12:36:29 PM,41.866330475,-87.771848475,"(41.866330475, -87.771848475)"
9805174,HX453876,10/03/2014 03:55:00 PM,031XX N CENTRAL AVE,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,true,false,2514,025,30,19,04A,1138443,1920374,2014,10/10/2014 12:36:29 PM,41.937635795,-87.766610797,"(41.937635795, -87.766610797)"
9811458,HX460191,10/03/2014 03:20:00 PM,003XX E 138TH ST,0560,ASSAULT,SIMPLE,FACTORY/MANUFACTURING BUILDING,false,false,0533,005,9,54,08A,1181164,1813950,2014,10/10/2014 12:36:29 PM,41.644716412,-87.612881959,"(41.644716412, -87.612881959)"
9823898,HX474069,10/03/2014 02:50:00 PM,060XX S ROCKWELL ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0825,008,15,66,08A,1160112,1864624,2014,10/20/2014 12:41:20 PM,41.784231487,-87.688511759,"(41.784231487, -87.688511759)"
9836075,HX485643,10/03/2014 02:00:00 PM,034XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0211,002,3,35,08A,1178454,1882315,2014,10/29/2014 12:37:07 PM,41.83238,-87.620725324,"(41.83238, -87.620725324)"
9805282,HX453945,10/03/2014 02:00:00 PM,123XX S EMERALD AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0523,005,34,53,08A,1173603,1822889,2014,10/10/2014 12:36:29 PM,41.669416613,-87.640280544,"(41.669416613, -87.640280544)"
9807234,HX456379,10/03/2014 02:00:00 PM,047XX S WINCHESTER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0931,009,20,61,08A,1164198,1873020,2014,10/10/2014 12:36:29 PM,41.807186088,-87.673294486,"(41.807186088, -87.673294486)"
9805096,HX453686,10/03/2014 01:30:00 PM,016XX W MADISON ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,OTHER,false,false,1224,012,2,28,04A,1165419,1900048,2014,10/10/2014 12:36:29 PM,41.881327746,-87.668048311,"(41.881327746, -87.668048311)"
9805759,HX453696,10/03/2014 01:30:00 PM,003XX W CHESTNUT ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PRIVATE, BUILDING",true,false,1823,018,27,8,04A,1173572,1906204,2014,10/10/2014 12:36:29 PM,41.898042838,-87.637927923,"(41.898042838, -87.637927923)"
9806889,HX456115,10/03/2014 01:00:00 PM,022XX W 18TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1234,012,25,31,08A,1161383,1890992,2014,10/10/2014 12:36:29 PM,41.856562129,-87.683120172,"(41.856562129, -87.683120172)"
9822792,HX458308,10/03/2014 01:00:00 PM,107XX S LANGLEY AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0513,005,9,50,08A,1182779,1833845,2014,10/31/2014 03:20:56 PM,41.699273981,-87.606359564,"(41.699273981, -87.606359564)"
9805313,HX454080,10/03/2014 01:00:00 PM,018XX W LAKE ST,0560,ASSAULT,SIMPLE,STREET,false,false,1223,012,27,28,08A,1164304,1901471,2014,10/10/2014 12:36:29 PM,41.885256219,-87.672102266,"(41.885256219, -87.672102266)"
9815545,HX464804,10/03/2014 12:00:00 PM,054XX W MADISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1522,015,28,25,08A,1140040,1899528,2014,10/13/2014 12:40:07 PM,41.880402858,-87.761252424,"(41.880402858, -87.761252424)"
9808539,HX457747,10/03/2014 12:00:00 PM,028XX S TRUMBULL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1032,010,22,30,08A,1153868,1884935,2014,10/10/2014 12:36:29 PM,41.840093854,-87.710865496,"(41.840093854, -87.710865496)"
9804834,HX453491,10/03/2014 11:11:00 AM,006XX N LOCKWOOD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1524,015,28,25,08A,1140951,1903817,2014,10/10/2014 12:36:29 PM,41.892155694,-87.757801653,"(41.892155694, -87.757801653)"
9804591,HX453415,10/03/2014 10:40:00 AM,032XX W ADAMS ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1124,011,28,27,08A,1154566,1898926,2014,10/10/2014 12:36:29 PM,41.878472816,-87.707930129,"(41.878472816, -87.707930129)"
9804745,HX453413,10/03/2014 10:37:00 AM,016XX W NORTH SHORE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,2432,024,49,1,04A,1164112,1944612,2014,10/10/2014 12:36:29 PM,42.00364142,-87.671584268,"(42.00364142, -87.671584268)"
9805115,HX453676,10/03/2014 10:30:00 AM,035XX S GILES AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0212,002,2,35,08A,1178881,1881656,2014,10/10/2014 12:36:29 PM,41.830561923,-87.619178718,"(41.830561923, -87.619178718)"
9805051,HX453405,10/03/2014 10:10:00 AM,024XX W ARTHINGTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,true,1135,011,2,28,04A,1160036,1896005,2014,10/31/2014 03:20:56 PM,41.870346184,-87.687926055,"(41.870346184, -87.687926055)"
9805273,HX453597,10/03/2014 10:00:00 AM,040XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,STREET,false,false,1732,017,39,16,08A,1148969,1926241,2014,10/10/2014 12:36:29 PM,41.953537855,-87.727773112,"(41.953537855, -87.727773112)"
9804859,HX453433,10/03/2014 09:42:00 AM,071XX W DEVON AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,true,false,1611,016,41,10,08A,1127751,1942188,2014,10/10/2014 12:36:29 PM,41.997682982,-87.805412621,"(41.997682982, -87.805412621)"
9804632,HX453296,10/03/2014 08:30:00 AM,048XX N KIMBALL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1712,017,39,14,04A,1152807,1931750,2014,10/10/2014 12:36:29 PM,41.968579631,-87.713517686,"(41.968579631, -87.713517686)"
9804287,HX453174,10/03/2014 07:40:00 AM,015XX S HAMLIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1014,010,24,29,08A,1151252,1892321,2014,10/10/2014 12:36:29 PM,41.860413569,-87.720271718,"(41.860413569, -87.720271718)"
9804050,HX453112,10/03/2014 05:40:00 AM,047XX S DREXEL BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,false,0223,002,4,39,04A,1182944,1873896,2014,10/10/2014 12:36:29 PM,41.80917427,-87.604513108,"(41.80917427, -87.604513108)"
9804025,HX453039,10/03/2014 12:55:00 AM,075XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0612,006,17,71,08A,1170250,1854783,2014,10/10/2014 12:36:29 PM,41.757011921,-87.651627877,"(41.757011921, -87.651627877)"
9804001,HX453054,10/03/2014 12:40:00 AM,015XX E 62ND ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0314,003,5,42,08A,1187324,1864315,2014,10/10/2014 12:36:29 PM,41.782780247,-87.588752705,"(41.782780247, -87.588752705)"
9803927,HX452988,10/02/2014 10:45:00 PM,026XX W 47TH ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENTIAL YARD (FRONT/BACK),true,false,0922,009,12,58,08A,1159667,1873450,2014,10/09/2014 12:39:21 PM,41.808460348,-87.6899011,"(41.808460348, -87.6899011)"
9804659,HX453479,10/02/2014 10:30:00 PM,027XX W 47TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0922,009,12,58,08A,1158921,1873428,2014,10/09/2014 12:39:21 PM,41.808415271,-87.692637876,"(41.808415271, -87.692637876)"
9803956,HX452967,10/02/2014 10:15:00 PM,092XX S DAUPHIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,true,0633,006,8,44,08A,1183504,1843653,2014,10/09/2014 12:39:21 PM,41.726171515,-87.603400522,"(41.726171515, -87.603400522)"
9803896,HX452913,10/02/2014 09:45:00 PM,022XX W 69TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,true,0832,008,17,66,04A,1162408,1858900,2014,10/09/2014 12:39:21 PM,41.768476489,-87.680253067,"(41.768476489, -87.680253067)"
9803977,HX452987,10/02/2014 09:30:00 PM,026XX E 79TH ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,true,false,0422,004,7,46,08A,1195258,1853060,2014,10/09/2014 12:39:21 PM,41.751703535,-87.560035804,"(41.751703535, -87.560035804)"
9804031,HX453029,10/02/2014 09:20:00 PM,049XX S HALSTED ST,0560,ASSAULT,SIMPLE,STREET,false,false,0933,009,3,61,08A,1171761,1872264,2014,10/09/2014 12:39:21 PM,41.804948813,-87.645577916,"(41.804948813, -87.645577916)"
9803866,HX452882,10/02/2014 08:41:00 PM,001XX E 51ST ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,false,false,0231,002,3,40,04A,1178221,1871206,2014,10/09/2014 12:39:21 PM,41.801901272,-87.621917688,"(41.801901272, -87.621917688)"
9803776,HX452853,10/02/2014 08:40:00 PM,030XX W 62ND ST,0560,ASSAULT,SIMPLE,STREET,false,false,0823,008,15,66,08A,1156897,1863401,2014,10/09/2014 12:39:21 PM,41.780940955,-87.700332296,"(41.780940955, -87.700332296)"
9803943,HX452919,10/02/2014 08:00:00 PM,095XX S WALLACE ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2223,022,21,73,08A,1174030,1841304,2014,10/09/2014 12:39:21 PM,41.719940746,-87.638173855,"(41.719940746, -87.638173855)"
9803777,HX452820,10/02/2014 08:00:00 PM,081XX S ESSEX AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0422,004,7,46,08A,1194218,1851681,2014,10/09/2014 12:39:21 PM,41.747945035,-87.563892033,"(41.747945035, -87.563892033)"
9803838,HX452802,10/02/2014 07:56:00 PM,028XX W 25TH PL,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),false,false,1033,010,12,30,04A,1157858,1886915,2014,10/09/2014 12:39:21 PM,41.845446915,-87.696169867,"(41.845446915, -87.696169867)"
9803809,HX452818,10/02/2014 07:52:00 PM,012XX N LARAMIE AVE,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,false,false,2533,025,37,25,08A,1141517,1907555,2014,10/09/2014 12:39:21 PM,41.902402769,-87.755630509,"(41.902402769, -87.755630509)"
9803711,HX452758,10/02/2014 07:09:00 PM,066XX S HOYNE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0726,007,15,67,04A,1163462,1860803,2014,10/09/2014 12:39:21 PM,41.773676556,-87.67633634,"(41.773676556, -87.67633634)"
9803688,HX452757,10/02/2014 07:00:00 PM,024XX W ARTHINGTON ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1135,011,2,28,08A,1160036,1896005,2014,10/09/2014 12:39:21 PM,41.870346184,-87.687926055,"(41.870346184, -87.687926055)"
9803755,HX452694,10/02/2014 06:30:00 PM,076XX S STEWART AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0623,006,17,69,08A,1174996,1854058,2014,10/09/2014 12:39:21 PM,41.754917917,-87.634256216,"(41.754917917, -87.634256216)"
9803614,HX452653,10/02/2014 06:10:00 PM,028XX W DEVON AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,false,false,2413,024,50,2,08A,1156226,1942290,2014,10/09/2014 12:39:21 PM,41.997433346,-87.700659847,"(41.997433346, -87.700659847)"
9803630,HX452643,10/02/2014 05:46:00 PM,012XX S WASHTENAW AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1023,010,28,29,08A,1158521,1894310,2014,10/09/2014 12:39:21 PM,41.865726057,-87.693534499,"(41.865726057, -87.693534499)"
9803779,HX452665,10/02/2014 05:30:00 PM,097XX S YATES AVE,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,PARK PROPERTY,false,false,0431,004,7,51,04A,1194149,1840802,2014,10/09/2014 12:39:21 PM,41.718093788,-87.564500957,"(41.718093788, -87.564500957)"
9803959,HX452983,10/02/2014 05:30:00 PM,023XX S KENNETH AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1013,010,22,29,08A,1147168,1887824,2014,10/09/2014 12:39:21 PM,41.848152269,-87.735378172,"(41.848152269, -87.735378172)"
9803899,HX452684,10/02/2014 05:00:00 PM,042XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1624,016,45,15,08A,1142332,1927722,2014,10/09/2014 12:39:21 PM,41.957727945,-87.752134706,"(41.957727945, -87.752134706)"
9803607,HX452449,10/02/2014 04:10:00 PM,002XX N LATROBE AVE,0560,ASSAULT,SIMPLE,STREET,false,true,1523,015,28,25,08A,1141377,1901121,2014,10/09/2014 12:39:21 PM,41.884749688,-87.756303697,"(41.884749688, -87.756303697)"
9803746,HX452537,10/02/2014 03:50:00 PM,036XX W 79TH ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0834,008,18,70,04A,1153131,1851896,2014,10/09/2014 12:39:21 PM,41.749444636,-87.714442838,"(41.749444636, -87.714442838)"
9803636,HX452446,10/02/2014 03:45:00 PM,023XX S CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1013,010,22,30,08A,1152693,1888415,2014,10/09/2014 12:39:21 PM,41.849666687,-87.715085363,"(41.849666687, -87.715085363)"
9803528,HX452951,10/02/2014 03:30:00 PM,057XX S HOYNE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0715,007,15,67,08A,1163390,1866298,2014,10/09/2014 12:39:21 PM,41.788757073,-87.676446396,"(41.788757073, -87.676446396)"
9803507,HX452427,10/02/2014 03:25:00 PM,007XX S CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1133,011,24,27,08A,1152448,1896735,2014,10/09/2014 12:39:21 PM,41.872502563,-87.715764906,"(41.872502563, -87.715764906)"
9803576,HX452618,10/02/2014 03:00:00 PM,064XX S LOOMIS BLVD,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0725,007,17,67,08A,1168057,1862246,2014,10/09/2014 12:39:21 PM,41.777538767,-87.65945058,"(41.777538767, -87.65945058)"
9803520,HX452371,10/02/2014 02:45:00 PM,106XX S EBERHART AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0512,005,9,49,08A,1181498,1834715,2014,10/09/2014 12:39:21 PM,41.701690953,-87.611023255,"(41.701690953, -87.611023255)"
9803778,HX452508,10/02/2014 02:39:00 PM,090XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0424,004,10,46,08A,1197760,1845397,2014,10/09/2014 12:39:21 PM,41.730613606,-87.551122593,"(41.730613606, -87.551122593)"
9803624,HX452385,10/02/2014 02:20:00 PM,061XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2433,024,48,77,08A,1167789,1940857,2014,10/09/2014 12:39:21 PM,41.993258849,-87.658165661,"(41.993258849, -87.658165661)"
9803481,HX452354,10/02/2014 02:15:00 PM,051XX W CHICAGO AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,false,false,1531,015,28,25,04A,1141635,1904798,2014,10/09/2014 12:39:21 PM,41.894835057,-87.755265306,"(41.894835057, -87.755265306)"
9803952,HX452397,10/02/2014 02:00:00 PM,090XX S ESCANABA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0423,004,10,46,08A,1196927,1845321,2014,10/09/2014 12:39:21 PM,41.730425788,-87.554176602,"(41.730425788, -87.554176602)"
9803371,HX452300,10/02/2014 01:55:00 PM,066XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0321,003,20,42,08A,1181413,1861227,2014,10/09/2014 12:39:21 PM,41.774444894,-87.610519147,"(41.774444894, -87.610519147)"
9803441,HX452328,10/02/2014 01:45:00 PM,078XX S UNION AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",true,false,0621,006,17,71,08A,1172956,1852762,2014,10/09/2014 12:39:21 PM,41.751406774,-87.64177039,"(41.751406774, -87.64177039)"
9804086,HX452353,10/02/2014 01:45:00 PM,035XX S GILES AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0212,002,2,35,08A,1178881,1881656,2014,10/09/2014 12:39:21 PM,41.830561923,-87.619178718,"(41.830561923, -87.619178718)"
9803422,HX452287,10/02/2014 01:40:00 PM,062XX S MARSHFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0714,007,15,67,04A,1166376,1863138,2014,10/09/2014 12:39:21 PM,41.780022512,-87.665587751,"(41.780022512, -87.665587751)"
